"municipality_code","date","cand_count","votes","age","win","win_count","total_votes","vote_share","D2201","A1301","A1303","A1801","A6103","A6104","A6105","A6106","F1101","I6100","I5101","I5102","I5211","I5212","E2501","E3501","unemployment","per.capita.income","student.per.school.1","student.per.school.2","A6108","D320101","D3202","A5103","A5104","livable","density","revenue.per.capita","F2201","F2211","population","number.of.health.centers","lat","lon","shutdown.0304","shutdown.0316","shutdown.0406","shutdown.0410","shutdown.0416","shutdown.0422","shutdown.0511","shutdown.0601","X2020.1.25","X2020.1.26","X2020.1.27","X2020.1.28","X2020.1.29","X2020.1.30","X2020.1.31","X2020.2.1","X2020.2.2","X2020.2.3","X2020.2.4","X2020.2.5","X2020.2.6","X2020.2.7","X2020.2.8","X2020.2.9","X2020.2.10","X2020.2.11","X2020.2.12","X2020.2.13","X2020.2.14","X2020.2.15","X2020.2.16","X2020.2.17","X2020.2.18","X2020.2.19","X2020.2.20","X2020.2.21","X2020.2.22","X2020.2.23","X2020.2.24","X2020.2.25","X2020.2.26","X2020.2.27","X2020.2.28","X2020.2.29","X2020.3.1","X2020.3.2","X2020.3.3","X2020.3.4","X2020.3.5","X2020.3.6","X2020.3.7","X2020.3.8","X2020.3.9","X2020.3.10","X2020.3.11","X2020.3.12","X2020.3.13","X2020.3.14","X2020.3.15","X2020.3.16","X2020.3.17","X2020.3.18","X2020.3.19","X2020.3.20","X2020.3.21","X2020.3.22","X2020.3.23","X2020.3.24","X2020.3.25","X2020.3.26","X2020.3.27","X2020.3.28","X2020.3.29","X2020.3.30","X2020.3.31","X2020.4.1","X2020.4.2","X2020.4.3","X2020.4.4","X2020.4.5","X2020.4.6","X2020.4.7","X2020.4.8","X2020.4.9","X2020.4.10","X2020.4.11","X2020.4.12","X2020.4.13","X2020.4.14","X2020.4.15","X2020.4.16","X2020.4.17","X2020.4.18","X2020.4.19","X2020.4.20","X2020.4.21","X2020.4.22","X2020.4.23","X2020.4.24","X2020.4.25","X2020.4.26","X2020.4.27","X2020.4.28","X2020.4.29","X2020.4.30","X2020.5.1","X2020.5.2","X2020.5.3","X2020.5.4","X2020.5.5","X2020.5.6","X2020.5.7","X2020.5.8","X2020.5.9","X2020.5.10","X2020.5.11","X2020.5.12","X2020.5.13","X2020.5.14","X2020.5.15","X2020.5.16","X2020.5.17","X2020.5.18","X2020.5.19","X2020.5.20","X2020.5.21","X2020.5.22","X2020.5.23","X2020.5.24","X2020.5.25","X2020.5.26","X2020.5.27","X2020.5.28","X2020.5.29","X2020.5.30","X2020.5.31","X2020.6.1","X2020.6.2","X2020.6.3","X2020.6.4","X2020.6.5","X2020.6.6","X2020.6.7","X2020.6.8","X2020.6.9","X2020.6.10","X2020.6.11","X2020.6.12","X2020.6.13","X2020.6.14","X2020.6.15","X2020.6.16","X2020.6.17","X2020.6.18","X2020.6.19","X2020.6.20","X2020.6.21","X2020.6.22","X2020.6.23","X2020.6.24","X2020.6.25","X2020.6.26","X2020.6.27","X2020.6.28","X2020.6.29","X2020.6.30","X2020.7.1","X2020.7.2","X2020.7.3","X2020.7.4","X2020.7.5","X2020.7.6","X2020.7.7","X2020.7.8","X2020.7.9","X2020.7.10","X2020.7.11","X2020.7.12","X2020.7.13","X2020.7.14","X2020.7.15","X2020.7.16","X2020.7.17","X2020.7.18","X2020.7.19","X2020.7.20","X2020.7.21","X2020.7.22","X2020.7.23","X2020.7.24","X2020.7.25","X2020.7.26","X2020.7.27","X2020.7.28","X2020.7.29","X2020.7.30","X2020.7.31","X2020.8.1","X2020.8.2","X2020.8.3","X2020.8.4","X2020.8.5","X2020.8.6","X2020.8.7","X2020.8.8","X2020.8.9","X2020.8.10","pref","pop.2020","number.of.neighbors","health.center.id","altitude","prec_mean","shine_mean","tmean_mean","commuters","date.0304","age.0304","win_count.0304","date.0316","age.0316","win_count.0316","date.0406","age.0406","win_count.0406","date.0410","age.0410","win_count.0410","date.0416","age.0416","win_count.0416","date.0422","age.0422","win_count.0422","date.0511","age.0511","win_count.0511","date.0601","age.0601","win_count.0601","tokyo_march"
39307,"10/23/16",1,NA,57,1,1,NA,NA,-1.386294361,0.11093831,0.385692068,0,0.190513219,0.002073613,-1.585871248,-6.060679616,0.526179368,0.002070929,0.000263158,0.000789474,0.057631579,0.001578947,0.045178336,0.022457067,0.034975369,8.008082203,5.147494477,4.454347296,0.013902905,0.116098435,0.3478688,0.028533686,0.021928666,0.26010101,-0.045198138,6.845564876,0.404798367,0.108218479,8.22389538,2.197224577,33.79156239,133.7205034,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3729,2,3964,37.8431,2278.310526,2155.210526,15.38947368,-0.918366498,"10/23/16",57,1,"10/23/16",57,1,"10/23/16",57,1,"10/23/16",57,1,"10/23/16",57,1,"10/23/16",57,1,"10/23/16",57,1,"10/23/16",57,1,NA
39341,"11/26/17",3,1008,60,1,1,2208,0.456521739,-1.897119985,0.08984047,0.430170725,0,0.160369437,0.008116429,-1.933117984,-6.101719316,0.513294151,0.001978519,0.000278552,0.000557103,0.027576602,0,0.038252926,0.017128176,0.039803708,7.774381795,4.212127598,4.110873864,-0.022245609,0.059761899,0.123276794,0.033399943,0.034827291,0.080837431,-1.343275408,7.257679213,0.211243612,0.161839864,8.153925132,1.945910149,33.73356568,133.4823891,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3477,5,3962,37.2142,2437.3088,1676.2568,11.1912,-1.155622543,"11/26/17",60,1,"11/26/17",60,1,"11/26/17",60,1,"11/26/17",60,1,"11/26/17",60,1,"11/26/17",60,1,"5/3/20",63,2,"5/3/20",63,2,NA
39344,"11/27/16",2,1796,65,1,3,2761,0.650488953,-1.832581464,0.047450782,0.55906108,0,0.109288238,0.006562342,-2.067898126,-5.193461774,0.533064109,0.00074184,0.000261986,0.001833901,0.024102698,0,0.020579475,0.007581912,0.030776515,7.6744066,4.343805422,3.36729583,0.015873349,0.06488168,0.209453136,0.024911996,0.035201733,0.119913667,-2.143738868,7.345315114,0.36394724,0.193942355,8.172729105,1.945910149,33.80064329,133.4129212,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3543,4,3962,37.1413,2454.519521,1651.285959,11.25753425,-1.396951656,"11/27/16",65,3,"11/27/16",65,3,"11/27/16",65,3,"11/27/16",65,3,"11/27/16",65,3,"11/27/16",65,3,"11/27/16",65,3,"11/27/16",65,3,NA
39363,"4/21/19",1,NA,63,1,2,NA,NA,-1.609437912,0.095571679,0.448336252,0,0.124343257,0.001751313,-2.098893968,-5.895404086,0.511883913,0.001737835,0.000251889,0.001007557,0.037783375,0.004785894,0.039240831,0.017953321,0.034213099,7.732667232,5.036952602,4.262679877,-0.0010005,0.102595292,0.19644415,0.02128751,0.024365222,0.130533164,-1.693894091,7.020797399,0.248481781,0.175607287,8.24957515,1.945910149,33.68078054,133.3120917,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3826,6,3962,36.7856,2971.679798,1710.542929,11.41111111,-1.382548571,"4/21/19",63,2,"4/21/19",63,2,"4/21/19",63,2,"4/21/19",63,2,"4/21/19",63,2,"4/21/19",63,2,"4/21/19",63,2,"4/21/19",63,2,NA
39364,"11/24/19",1,NA,60,1,3,NA,NA,-2.207274913,0.103535354,0.431818182,0,0.070707071,0,-1.838279485,-4.371976299,0.47979798,0,0,0.0025,0,0,0.026960784,0.034313725,0.047368421,7.91115,2.48490665,2.708050201,0.091667189,0.035163186,0.202177861,0.071078431,0.051470588,0.054371785,-3.150617977,8.556380731,0.29281768,0.127071823,5.976350909,1.945910149,33.58244155,133.1308396,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,394,4,3962,36.2621,2712.152809,1581.634831,10.38202247,-1.438119429,"11/24/19",60,3,"11/24/19",60,3,"11/24/19",60,3,"11/24/19",60,3,"11/24/19",60,3,"11/24/19",60,3,"11/24/19",60,3,"11/24/19",60,3,NA
39386,"10/16/16",2,5970,58,1,1,11562,0.516346653,-1.049822124,0.099134713,0.355997716,0,0.266701805,0.003733474,-1.926251359,-6.422149485,0.48636184,0.001560391,0.000214142,0.000813739,0.01700287,0.00239839,0.039567408,0.017677206,0.051025016,7.883690121,4.043051268,4.065357025,-0.131248287,0.16147826,0.269789209,0.027536484,0.030967686,0.098371446,-0.715672155,6.502858685,0.077274458,0.206604492,10.02424394,1.791759469,33.33916229,133.1669948,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,22567,10,3963,35.8912,3021.840275,1716.121739,11.45354691,-0.873073401,"10/16/16",58,1,"10/16/16",58,1,"10/16/16",58,1,"10/16/16",58,1,"10/16/16",58,1,"10/16/16",58,1,"10/16/16",58,1,"10/16/16",58,1,NA
39387,"8/6/17",2,2297,68,1,3,3506,0.655162578,-1.832581464,0.069717168,0.539362277,0,0.068456134,0.002522068,-2.223138436,-5.626001097,0.403891191,0.000869112,0.000180018,0.00090009,0.009180918,0,0.029044871,0.013032955,0.032114184,7.776338015,3.957633517,3.569532696,0.04018179,0.062299773,0.191743138,0.024390244,0.036864643,0.107027027,-1.824543286,7.361369139,0.116589862,0.320276498,8.561018671,1.791759469,33.49733969,133.2739429,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,5224,4,3963,36.0974,2897.64918,1647.197049,11.62885246,-1.701061866,"8/6/17",68,3,"8/6/17",68,3,"8/6/17",68,3,"8/6/17",68,3,"8/6/17",68,3,"8/6/17",68,3,"8/6/17",68,3,"8/6/17",68,3,NA
39401,"1/21/18",1,NA,63,1,3,NA,NA,-1.771956842,0.091520468,0.42997076,0,0.155263158,0.010526316,-2.538973871,-6.527957918,0.481140351,0.000694541,0.000141844,0.000992908,0.007234043,0,0.036109493,0.018491555,0.063506533,7.829767351,3.908014984,3.753417975,-0.089924708,0.075285506,0.185421015,0.020093186,0.029411765,0.107965426,-1.034319644,6.90765953,0.193380921,0.201168073,8.808817483,1.609437912,33.54295961,133.2218184,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,6693,3,3961,36.2135,3089.371111,1890.191111,14.20833333,-1.40280417,"1/21/18",63,3,"1/21/18",63,3,"1/21/18",63,3,"1/21/18",63,3,"1/21/18",63,3,"1/21/18",63,3,"1/21/18",63,3,"1/21/18",63,3,NA
39402,"10/8/17",1,NA,48,1,2,NA,NA,-1.139434283,0.115144121,0.377230441,0,0.237837426,0.00244014,-2.20557104,-7.401994099,0.495195974,0.002041897,0.000153022,0.000841622,0.034583015,0.000153022,0.042694717,0.022120814,0.052971974,7.816690535,4.92906364,4.560869927,-0.139262067,0.168630442,0.274308366,0.029855364,0.027225617,0.267460317,0.248919588,6.246098907,0.141463415,0.198536585,9.449672183,1.791759469,33.39567819,132.9254812,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,12704,5,3963,35.5337,2902.853684,2000.508421,14.68315789,-1.04718937,"10/8/17",48,2,"10/8/17",48,2,"10/8/17",48,2,"10/8/17",48,2,"10/8/17",48,2,"10/8/17",48,2,"10/8/17",48,2,"10/8/17",48,2,NA
39403,"4/15/18",1,NA,57,1,2,NA,NA,-1.609437912,0.087316652,0.453666954,0,0.18377912,0.001898188,-1.875779013,-7.566138467,0.474719586,0.002878429,0.00068918,0.000516885,0.039972433,0.003962784,0.037161564,0.017165104,0.046892039,7.777375573,5.351858133,4.584967479,-0.032523192,0.084653455,0.187966311,0.019288621,0.03096797,0.160607414,-0.683634729,6.887353006,0.14187643,0.23150267,8.619569258,1.791759469,33.53896816,133.3543101,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,5539,5,3963,36.2567,2958.304854,1829.199029,13.37961165,-1.081503231,"4/15/18",57,2,"4/15/18",57,2,"4/15/18",57,2,"4/15/18",57,2,"4/15/18",57,2,"4/15/18",57,2,"4/15/18",57,2,"4/15/18",57,2,NA
39405,"12/3/17",2,1535,57,1,1,2688,0.571056548,-2.120263536,0.095898004,0.423226164,0,0.039911308,0.013026608,-3.020424886,-5.012855051,0.529933481,0.001374004,0.000276778,0.001107113,0.008303349,0,0.038396386,0.019762846,0.034518828,7.789591226,4.919980926,4.262679877,0.001998003,0.036235191,0.287991458,0.035290796,0.042913608,0.093635018,-1.898460137,7.735156899,0.276814735,0.239978332,8.151909873,1.609437912,33.42318806,133.0851295,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3470,5,3961,36.0226,2718.572273,1670.87,11.63409091,-2.227329538,"12/3/17",57,1,"12/3/17",57,1,"12/3/17",57,1,"12/3/17",57,1,"12/3/17",57,1,"12/3/17",57,1,"12/3/17",57,1,"12/3/17",57,1,NA
39410,"5/22/16",1,NA,62,1,3,NA,NA,-1.237874356,0.093836978,0.392842942,0,0.266003976,0.002385686,-1.441466677,-7.830028083,0.480914513,0.000192976,0,0.000785238,0,0,0.047920792,0.025148515,0.045059942,7.717225665,4.394449155,4.158883083,-0.032523192,0.102475769,0.348297158,0.032079208,0.024356436,0.345150502,0.118649748,6.86241308,0.11038961,0.221212121,8.518791913,1.791759469,33.23354667,133.0203851,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,5008,4,3963,35.5094,2730.986364,2091.331818,15.32954545,-0.683255903,"5/22/16",62,3,"5/22/16",62,3,"5/22/16",62,3,"5/22/16",62,3,"5/22/16",62,3,"5/22/16",62,3,"5/22/16",62,3,"5/24/20",66,4,NA
